"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Library_Built"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA7753493"	"PRJEB40698"	"ERR5032536"	"utigTIM002"	"TIM002"	"minus"	"ds"	"ERS5500831"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/006/ERR5032536/ERR5032536.fastq.gz"	3645788	"429fc2446175d093a1db2bcaa38d6a22"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5032536/ERR5032536.fastq.gz"	100097	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032536/WG25chr_utigTIM002_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032536/WG25chr_utigTIM002_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753494"	"PRJEB40698"	"ERR5032537"	"utigTIM003"	"TIM003"	"minus"	"ds"	"ERS5500832"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/007/ERR5032537/ERR5032537.fastq.gz"	12089978	"7c207faa7c54489b8aa76d1848b82366"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/007/ERR5032537/ERR5032537.fastq.gz"	343078	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032537/WG25chr_utigTIM003_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032537/WG25chr_utigTIM003_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753495"	"PRJEB40698"	"ERR5032538"	"utigTIM005"	"TIM005"	"minus"	"ds"	"ERS5500833"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/008/ERR5032538/ERR5032538.fastq.gz"	18018418	"2b656eb2e9816b7b20d2d11270b380c3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/008/ERR5032538/ERR5032538.fastq.gz"	515817	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032538/WG25chr_utigTIM005_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032538/WG25chr_utigTIM005_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753496"	"PRJEB40698"	"ERR5032539"	"utigTIM006"	"TIM006"	"minus"	"ds"	"ERS5500834"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/009/ERR5032539/ERR5032539.fastq.gz"	279572298	"a9c24a0b293395093070159942b1ed00"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/009/ERR5032539/ERR5032539.fastq.gz"	7826327	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032539/WG25chr_utigTIM006_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032539/WG25chr_utigTIM006_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753497"	"PRJEB40698"	"ERR5032540"	"utigTIM008"	"TIM008"	"minus"	"ds"	"ERS5500835"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/000/ERR5032540/ERR5032540.fastq.gz"	285139058	"ee2a0e0e0bc4c19df42bd7122d5601d2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/000/ERR5032540/ERR5032540.fastq.gz"	7946104	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032540/WG25chr_utigTIM008_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032540/WG25chr_utigTIM008_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753498"	"PRJEB40698"	"ERR5032541"	"utigTIM009"	"TIM009"	"minus"	"ds"	"ERS5500836"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/001/ERR5032541/ERR5032541.fastq.gz"	12080082	"4074e7ffb09466c087a60c9781495529"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/001/ERR5032541/ERR5032541.fastq.gz"	340479	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032541/WG25chr_utigTIM009_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032541/WG25chr_utigTIM009_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753499"	"PRJEB40698"	"ERR5032542"	"utigTIM010"	"TIM010"	"minus"	"ds"	"ERS5500837"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/002/ERR5032542/ERR5032542.fastq.gz"	19433612	"d3691f8629e009e85d801fff1d03c314"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/002/ERR5032542/ERR5032542.fastq.gz"	591570	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032542/WG25chr_utigTIM010_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032542/WG25chr_utigTIM010_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753500"	"PRJEB40698"	"ERR5032543"	"utigTIM011"	"TIM011"	"minus"	"ds"	"ERS5500838"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/003/ERR5032543/ERR5032543.fastq.gz"	14584229	"aace582e237c07717356fec190836226"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/003/ERR5032543/ERR5032543.fastq.gz"	428145	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032543/WG25chr_utigTIM011_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032543/WG25chr_utigTIM011_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753501"	"PRJEB40698"	"ERR5032544"	"utigVOD001"	"VOD001"	"minus"	"ds"	"ERS5500839"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/004/ERR5032544/ERR5032544.fastq.gz"	556900850	"be868a530f58ff17a71f5f630063919e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/004/ERR5032544/ERR5032544.fastq.gz"	15914094	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032544/WG25chr_utigVOD001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032544/WG25chr_utigVOD001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753502"	"PRJEB40698"	"ERR5032545"	"utigVOR001"	"VOR001"	"minus"	"ds"	"ERS5500840"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/005/ERR5032545/ERR5032545.fastq.gz"	9005717	"97cb93e36360b03007f59f3c2f6ee017"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5032545/ERR5032545.fastq.gz"	250420	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032545/WG25chr_utigVOR001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032545/WG25chr_utigVOR001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753503"	"PRJEB40698"	"ERR5032546"	"utigVOR002"	"VOR002"	"minus"	"ds"	"ERS5500841"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/006/ERR5032546/ERR5032546.fastq.gz"	14663578	"98cc5cc2a2651a4e5c915b15957074fa"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5032546/ERR5032546.fastq.gz"	423111	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032546/WG25chr_utigVOR002_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032546/WG25chr_utigVOR002_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753504"	"PRJEB40698"	"ERR5032547"	"utigVOR003"	"VOR003"	"minus"	"ds"	"ERS5500842"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/007/ERR5032547/ERR5032547.fastq.gz"	273415721	"bd6924fbf56042850967c27de05d2bae"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/007/ERR5032547/ERR5032547.fastq.gz"	7308743	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032547/WG25chr_utigVOR003_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032547/WG25chr_utigVOR003_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753505"	"PRJEB40698"	"ERR5032548"	"utigVOR004"	"VOR004"	"minus"	"ds"	"ERS5500843"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/008/ERR5032548/ERR5032548.fastq.gz"	2928198702	"a5762785c04781a8e194e3a57472a54b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/008/ERR5032548/ERR5032548.fastq.gz"	82956285	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032548/WG25chr_utigVOR004_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032548/WG25chr_utigVOR004_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753506"	"PRJEB40698"	"ERR5032549"	"utigVOR005"	"VOR005"	"minus"	"ds"	"ERS5500844"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/009/ERR5032549/ERR5032549.fastq.gz"	271157407	"522a9e209272080ca7aa15b94b3557ee"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/009/ERR5032549/ERR5032549.fastq.gz"	7417758	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032549/WG25chr_utigVOR005_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032549/WG25chr_utigVOR005_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753507"	"PRJEB40698"	"ERR5032550"	"utigSOP002"	"SOP002"	"minus"	"ds"	"ERS5500845"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/000/ERR5032550/ERR5032550.fastq.gz"	266938619	"731070b74ff5d7b5c9cff4e2b1e5f0c2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/000/ERR5032550/ERR5032550.fastq.gz"	7069802	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032550/WG25chr_utigSOP002_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032550/WG25chr_utigSOP002_2_merge_remdup_realign_MQ10.bam.bai"
