"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"Library_Built"	"UDG"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA5229429"	"PRJEB30874"	"ERR3078420"	"I3759"	"I3759"	"ds"	"half"	"ERS3036870"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3759_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078420/ERR3078420.fastq.gz"	239431336	"0962f3dc5b4e3f89bf8dbb6d576c9c04"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078420/ERR3078420.fastq.gz"	7202982	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078420/I3759_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078420/I3759_1240k.bam.bai"
"SAMEA5229430"	"PRJEB30874"	"ERR3078421"	"I3758"	"I3758"	"ds"	"half"	"ERS3036871"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3758_1240k"	"OTHER"					14148587	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078421/I3758_1240k.bam"
"SAMEA5229433"	"PRJEB30874"	"ERR3078422"	"I3326"	"I3326"	"ds"	"half"	"ERS3036874"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3326_1240k"	"OTHER"					997914	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078422/I3326_1240k.bam"
"SAMEA5229434"	"PRJEB30874"	"ERR3078423"	"I3327"	"I3327"	"ds"	"half"	"ERS3036875"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3327_1240k"	"OTHER"					1377208	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078423/I3327_1240k.bam"
"SAMEA5229435"	"PRJEB30874"	"ERR3078424"	"I3324"	"I3324"	"ds"	"half"	"ERS3036876"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3324_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078424/ERR3078424.fastq.gz"	28350539	"2bbb207d4295f53d2c7b49b2fb618554"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078424/ERR3078424.fastq.gz"	732916	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078424/I3324_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078424/I3324_1240k.bam.bai"
"SAMEA5229436"	"PRJEB30874"	"ERR3078425"	"I3323"	"I3323"	"ds"	"half"	"ERS3036877"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3323_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078425/ERR3078425.fastq.gz"	40021784	"8f53f8dce464f1423dd6961b877c9956"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078425/ERR3078425.fastq.gz"	1067555	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078425/I3323_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078425/I3323_1240k.bam.bai"
"SAMEA5229447"	"PRJEB30874"	"ERR3078426"	"I3322"	"I3322"	"ds"	"half"	"ERS3036888"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3322_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078426/ERR3078426.fastq.gz"	134860750	"a28cecc9a44e0d1a941fb5531f87bf86"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078426/ERR3078426.fastq.gz"	3876928	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078426/I3322_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078426/I3322_1240k.bam.bai"
"SAMEA5229452"	"PRJEB30874"	"ERR3078427"	"I8213"	"I8213"	"ds"	"half"	"ERS3036893"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8213_1240k"	"OTHER"					145626	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078427/I8213_1240k.bam"
"SAMEA5229453"	"PRJEB30874"	"ERR3078428"	"I8211"	"I8211"	"ds"	"half"	"ERS3036894"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8211_1240k"	"OTHER"					303037	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078428/I8211_1240k.bam"
"SAMEA5229454"	"PRJEB30874"	"ERR3078429"	"I8212"	"I8212"	"ds"	"half"	"ERS3036895"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8212_1240k"	"OTHER"					291524	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078429/I8212_1240k.bam"
"SAMEA5229455"	"PRJEB30874"	"ERR3078430"	"I8210"	"I8210"	"ds"	"half"	"ERS3036896"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8210_1240k"	"OTHER"					495742	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078430/I8210_1240k.bam"
"SAMEA5229456"	"PRJEB30874"	"ERR3078431"	"I8214"	"I8214"	"ds"	"half"	"ERS3036897"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8214_1240k"	"OTHER"					4532817	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078431/I8214_1240k.bam"
"SAMEA5229457"	"PRJEB30874"	"ERR3078432"	"I8209"	"I8209"	"ds"	"half"	"ERS3036898"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8209_1240k"	"OTHER"					10256477	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078432/I8209_1240k.bam"
"SAMEA5229458"	"PRJEB30874"	"ERR3078433"	"I8340"	"I8340"	"ds"	"half"	"ERS3036899"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8340_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078433/ERR3078433.fastq.gz"	4819836	"5868e22e18911fa122f821b02a6ee316"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078433/ERR3078433.fastq.gz"	145841	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078433/I8340_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078433/I8340_1240k.bam.bai"
"SAMEA5229459"	"PRJEB30874"	"ERR3078434"	"I8341"	"I8341"	"ds"	"half"	"ERS3036900"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8341_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078434/ERR3078434.fastq.gz"	7367729	"c6efd225cf7b5749198d9bd4f1fdd0e0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078434/ERR3078434.fastq.gz"	211380	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078434/I8341_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078434/I8341_1240k.bam.bai"
"SAMEA5229460"	"PRJEB30874"	"ERR3078435"	"I8344"	"I8344"	"ds"	"half"	"ERS3036901"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8344_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078435/ERR3078435.fastq.gz"	5554631	"a140c0fcc50719cd374b7304e0644940"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078435/ERR3078435.fastq.gz"	159824	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078435/I8344_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078435/I8344_1240k.bam.bai"
"SAMEA5229461"	"PRJEB30874"	"ERR3078436"	"I8215"	"I8215"	"ds"	"half"	"ERS3036902"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8215_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078436/ERR3078436.fastq.gz"	246902776	"4c1e4aa4cc17997d7dbfe42b3afe4b02"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078436/ERR3078436.fastq.gz"	7310399	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078436/I8215_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078436/I8215_1240k.bam.bai"
"SAMEA5229462"	"PRJEB30874"	"ERR3078437"	"I8204"	"I8204"	"ds"	"half"	"ERS3036903"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8204_1240k"	"OTHER"					1188453	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078437/I8204_1240k.bam"
"SAMEA5229463"	"PRJEB30874"	"ERR3078438"	"I8206"	"I8206"	"ds"	"half"	"ERS3036904"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8206_1240k"	"OTHER"					4320945	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078438/I8206_1240k.bam"
"SAMEA5229464"	"PRJEB30874"	"ERR3078439"	"I8203"	"I8203"	"ds"	"half"	"ERS3036905"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8203_1240k"	"OTHER"					3235191	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078439/I8203_1240k.bam"
"SAMEA5229465"	"PRJEB30874"	"ERR3078440"	"I8205"	"I8205"	"ds"	"half"	"ERS3036906"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8205_1240k"	"OTHER"					445767	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078440/I8205_1240k.bam"
"SAMEA5229466"	"PRJEB30874"	"ERR3078441"	"I8208"	"I8208"	"ds"	"half"	"ERS3036907"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8208_1240k"	"OTHER"					2377717	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078441/I8208_1240k.bam"
"SAMEA5229467"	"PRJEB30874"	"ERR3078442"	"I8202"	"I8202"	"ds"	"half"	"ERS3036908"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8202_1240k"	"OTHER"					792422	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078442/I8202_1240k.bam"
"SAMEA5229468"	"PRJEB30874"	"ERR3078443"	"I8339"	"I8339"	"ds"	"half"	"ERS3036909"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8339_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078443/ERR3078443.fastq.gz"	35599811	"5844a1dd32d3ebde8cd4dbf4f90700de"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078443/ERR3078443.fastq.gz"	882766	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078443/I8339_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078443/I8339_1240k.bam.bai"
"SAMEA5229471"	"PRJEB30874"	"ERR3078444"	"I8338"	"I8338"	"ds"	"half"	"ERS3036912"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8338_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078444/ERR3078444.fastq.gz"	10369423	"08d74f45fcda155b75dcace97cbb3157"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078444/ERR3078444.fastq.gz"	289301	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078444/I8338_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078444/I8338_1240k.bam.bai"
"SAMEA5229472"	"PRJEB30874"	"ERR3078445"	"I8475"	"I8475"	"ds"	"half"	"ERS3036913"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8475_1240k"	"OTHER"					4949798	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078445/I8475_1240k.bam"
"SAMEA5229473"	"PRJEB30874"	"ERR3078446"	"I8216"	"I8216"	"ds"	"half"	"ERS3036914"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8216_1240k"	"OTHER"					335491	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078446/I8216_1240k.bam"
"SAMEA5229474"	"PRJEB30874"	"ERR3078447"	"I8474"	"I8474"	"ds"	"half"	"ERS3036915"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8474_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078447/ERR3078447.fastq.gz"	11088543	"ad77a868be93929a98f58ec7d8605168"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078447/ERR3078447.fastq.gz"	325284	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078447/I8474_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078447/I8474_1240k.bam.bai"
"SAMEA5229475"	"PRJEB30874"	"ERR3078448"	"I7158"	"I7158"	"ds"	"half"	"ERS3036916"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7158_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078448/ERR3078448.fastq.gz"	1382870	"e54477d925c307194ddf6c407f852cbc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078448/ERR3078448.fastq.gz"	42997	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078448/I7158_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078448/I7158_1240k.bam.bai"
"SAMEA5229476"	"PRJEB30874"	"ERR3078449"	"I6492"	"I6492"	"ds"	"half"	"ERS3036917"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I6492_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078449/ERR3078449.fastq.gz"	1391525	"4e16589dcc8b420af9f82eafdfa5c7f2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078449/ERR3078449.fastq.gz"	43279	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078449/I6492_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078449/I6492_1240k.bam.bai"
"SAMEA5229477"	"PRJEB30874"	"ERR3078450"	"I6490"	"I6490"	"ds"	"half"	"ERS3036918"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I6490_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078450/ERR3078450.fastq.gz"	13650591	"8768d5d1c3dbf8fc01dfd3c376d20f1f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078450/ERR3078450.fastq.gz"	348843	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078450/I6490_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078450/I6490_1240k.bam.bai"
"SAMEA5229478"	"PRJEB30874"	"ERR3078451"	"I6491"	"I6491_published"	"ds"	"half"	"ERS3036919"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I6491_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078451/ERR3078451.fastq.gz"	3585708	"6a19b14347640336f1eb19a66161f3d9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078451/ERR3078451.fastq.gz"	117434	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078451/I6491_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078451/I6491_1240k.bam.bai"
"SAMEA5229479"	"PRJEB30874"	"ERR3078452"	"I8343"	"I8343"	"ds"	"half"	"ERS3036920"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I8343_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078452/ERR3078452.fastq.gz"	11747318	"8f46349cec884a176805e1870d76f942"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078452/ERR3078452.fastq.gz"	303764	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078452/I8343_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078452/I8343_1240k.bam.bai"
"SAMEA5229480"	"PRJEB30874"	"ERR3078453"	"I3778"	"I3778"	"ds"	"half"	"ERS3036921"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3778_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078453/ERR3078453.fastq.gz"	3405546	"6624dfcd751e3d35108e4eb2e84c50df"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078453/ERR3078453.fastq.gz"	90953	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078453/I3778_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078453/I3778_1240k.bam.bai"
"SAMEA5229481"	"PRJEB30874"	"ERR3078454"	"I3776"	"I3776"	"ds"	"half"	"ERS3036922"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3776_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078454/ERR3078454.fastq.gz"	3743937	"06d10c6a15b308d5b162e8c523c4a2e5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078454/ERR3078454.fastq.gz"	103216	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078454/I3776_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078454/I3776_1240k.bam.bai"
"SAMEA5229482"	"PRJEB30874"	"ERR3078455"	"I3866"	"I3866"	"ds"	"half"	"ERS3036923"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3866_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078455/ERR3078455.fastq.gz"	13962678	"27838af94e7c085dfda05dcbfe69d161"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078455/ERR3078455.fastq.gz"	380147	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078455/I3866_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078455/I3866_1240k.bam.bai"
"SAMEA5229483"	"PRJEB30874"	"ERR3078456"	"I3775"	"I3775"	"ds"	"half"	"ERS3036924"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3775_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078456/ERR3078456.fastq.gz"	18853332	"4fb9cd5efc0b5e46b6873928c989281b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078456/ERR3078456.fastq.gz"	501872	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078456/I3775_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078456/I3775_1240k.bam.bai"
"SAMEA5229484"	"PRJEB30874"	"ERR3078457"	"I3777"	"I3777"	"ds"	"half"	"ERS3036925"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3777_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078457/ERR3078457.fastq.gz"	53902144	"3336813af6a909bbe0731e32a4fa75ec"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078457/ERR3078457.fastq.gz"	1320057	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078457/I3777_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078457/I3777_1240k.bam.bai"
"SAMEA5229485"	"PRJEB30874"	"ERR3078458"	"I7674"	"I7674"	"ds"	"half"	"ERS3036926"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7674_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078458/ERR3078458.fastq.gz"	4739707	"bae16a3d2e2f933d95e30a945d5ec3cf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078458/ERR3078458.fastq.gz"	128184	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078458/I7674_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078458/I7674_1240k.bam.bai"
"SAMEA5229486"	"PRJEB30874"	"ERR3078459"	"I7672"	"I7672"	"ds"	"half"	"ERS3036927"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7672_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078459/ERR3078459.fastq.gz"	9839993	"37704c032914810da52dc800e6993412"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078459/ERR3078459.fastq.gz"	235556	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078459/I7672_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078459/I7672_1240k.bam.bai"
"SAMEA5229487"	"PRJEB30874"	"ERR3078460"	"I7676"	"I7676"	"ds"	"half"	"ERS3036928"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7676_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078460/ERR3078460.fastq.gz"	10346733	"1d2f426c3d3b3203eca8c23e3eb3eb7a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078460/ERR3078460.fastq.gz"	247532	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078460/I7676_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078460/I7676_1240k.bam.bai"
"SAMEA5229488"	"PRJEB30874"	"ERR3078461"	"I7675"	"I7675"	"ds"	"half"	"ERS3036929"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7675_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078461/ERR3078461.fastq.gz"	17437682	"037966700f253d5cdb69933e51403e20"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078461/ERR3078461.fastq.gz"	408395	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078461/I7675_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078461/I7675_1240k.bam.bai"
"SAMEA5229489"	"PRJEB30874"	"ERR3078462"	"I7673"	"I7673"	"ds"	"half"	"ERS3036930"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I7673_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078462/ERR3078462.fastq.gz"	58566702	"ffbe83b62e35e33bd8f7df97dcc4d78e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078462/ERR3078462.fastq.gz"	1406995	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078462/I7673_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078462/I7673_1240k.bam.bai"
"SAMEA5229506"	"PRJEB30874"	"ERR3078463"	"I4054"	"I4054"	"ds"	"half"	"ERS3036947"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I4054_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078463/ERR3078463.fastq.gz"	35129313	"48d5524d5b71ff186db7a25647fc7e05"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078463/ERR3078463.fastq.gz"	909702	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078463/I4054_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078463/I4054_1240k.bam.bai"
"SAMEA5229507"	"PRJEB30874"	"ERR3078464"	"I4055"	"I4055_published"	"ds"	"half"	"ERS3036948"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I4055_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078464/ERR3078464.fastq.gz"	10576604	"859d42b2b3709d073ab123bc10e78a53"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078464/ERR3078464.fastq.gz"	296716	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078464/I4055_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078464/I4055_1240k.bam.bai"
"SAMEA5229508"	"PRJEB30874"	"ERR3078465"	"I3983"	"I3983"	"ds"	"half"	"ERS3036949"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"I3983_1240k"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078465/ERR3078465.fastq.gz"	214308142	"2a026d880db858acd5ce29f35b919681"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078465/ERR3078465.fastq.gz"	6373894	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078465/I3983_1240k.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078465/I3983_1240k.bam.bai"
