"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Library_Built"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA7767309"	"PRJEB42372"	"ERR5051646"	"PAPV53"	"PAPV_53.SG"	"minus"	"ds"	"ERS5514560"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC21"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/006/ERR5051646/ERR5051646.fastq.gz"	3007259	"ce00c1c7f7dbd1158163920e68d7a49d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/006/ERR5051646/ERR5051646.fastq.gz"	71270	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051646/PAPV_53_M3ID.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051646/PAPV_53_M3ID.bam.bai"
"SAMEA7767310"	"PRJEB42372"	"ERR5051647"	"PAPV57"				"ERS5514561"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC22"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/007/ERR5051647/ERR5051647.fastq.gz"	523252	"22ab7c8fb22383b11843858bd8233ed3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/007/ERR5051647/ERR5051647.fastq.gz"	13094	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051647/PAPV_57_M1II.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051647/PAPV_57_M1II.bam.bai"
"SAMEA7767311"	"PRJEB42372"	"ERR5051648"	"PAPV61"	"PAPV_61.SG"	"minus"	"ds"	"ERS5514562"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC05"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/008/ERR5051648/ERR5051648.fastq.gz"	2725312	"95057a6f0541885253cd26c85b5bf284"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/008/ERR5051648/ERR5051648.fastq.gz"	63415	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051648/PAPV_61_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051648/PAPV_61_FE.bam.bai"
"SAMEA7767312"	"PRJEB42372"	"ERR5051649"	"PAPV93"	"PAPV_93.SG"	"minus"	"ds"	"ERS5514563"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa07"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5051649/ERR5051649.fastq.gz"	18045267	"ec06b141db9fa461069e6261f2da3e3d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5051649/ERR5051649.fastq.gz"	430805	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051649/PAPV_93_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051649/PAPV_93_LTP.bam.bai"
"SAMEA7767307"	"PRJEB42372"	"ERR5052628"	"PAPV27"	"PAPV_27.SG"	"minus"	"ds"	"ERS5514558"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa01"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/008/ERR5052628/ERR5052628_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/008/ERR5052628/ERR5052628_2.fastq.gz"	"24011982;25260581"	"9054bc3b3b87e2d516dc972a8b5e4018;00babc4b29d3bcc4513d0e17401afe20"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/008/ERR5052628/ERR5052628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/008/ERR5052628/ERR5052628_2.fastq.gz"	1111426	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052628/PAPV_27_LTP_mtDNA.trimmed.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052628/PAPV_27_LTP_mtDNA.trimmed.R2.fq.gz"
"SAMEA7767309"	"PRJEB42372"	"ERR5052629"	"PAPV53"	"PAPV_53.SG"	"minus"	"ds"	"ERS5514560"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"PaC21"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5052629/ERR5052629_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5052629/ERR5052629_2.fastq.gz"	"21691349;22953994"	"7b74668a596de1481aa0ea0fa39bc166;efb36956788ace98a3a840d39ca8182d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5052629/ERR5052629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5052629/ERR5052629_2.fastq.gz"	832462	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052629/PAPV_53_M3ID_mtDNA.trimmed.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052629/PAPV_53_M3ID_mtDNA.trimmed.R2.fq.gz"
"SAMEA7767312"	"PRJEB42372"	"ERR5052630"	"PAPV93"	"PAPV_93.SG"	"minus"	"ds"	"ERS5514563"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa07"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/000/ERR5052630/ERR5052630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/000/ERR5052630/ERR5052630_2.fastq.gz"	"3175227;3416704"	"b0d27654ed8ee9749efc66fda24d52e2;bdb72c772f733fe2c9bcad52bd2e224e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/000/ERR5052630/ERR5052630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/000/ERR5052630/ERR5052630_2.fastq.gz"	104928	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052630/PAPV_93_LTP_mtDNA.trimmed.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052630/PAPV_93_LTP_mtDNA.trimmed.R2.fq.gz"
"SAMEA7767293"	"PRJEB42372"	"ERR5052631"	"PAPV109"				"ERS5514544"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa12"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/001/ERR5052631/ERR5052631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/001/ERR5052631/ERR5052631_2.fastq.gz"	"4254715;4591846"	"4ab0387948f2a974615e10723448ee65;7f6fa007e3df1bd4298f8a0eb7d99514"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/001/ERR5052631/ERR5052631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/001/ERR5052631/ERR5052631_2.fastq.gz"	168616	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052631/PAPV_109_FE_mtDNA.trimmed.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052631/PAPV_109_FE_mtDNA.trimmed.R2.fq.gz"
"SAMEA7767307"	"PRJEB42372"	"ERR5052632"	"PAPV27"	"PAPV_27.SG"	"minus"	"ds"	"ERS5514558"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa01"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5052632/ERR5052632.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5052632/ERR5052632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5052632/ERR5052632_2.fastq.gz"	"14201;51055;52655"	"79371fb7a479b3fe8d439e4188a942d3;dc4ed357a4ee83ed1ef48634b5260cf5;46d829cf8dae82028d5ed6aa2b56fdc1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5052632/ERR5052632.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5052632/ERR5052632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5052632/ERR5052632_2.fastq.gz"	2722	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052632/PAPV_27_LTP_mtDNA.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052632/PAPV_27_LTP_mtDNA.bam.bai"
"SAMEA7767309"	"PRJEB42372"	"ERR5052633"	"PAPV53"	"PAPV_53.SG"	"minus"	"ds"	"ERS5514560"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"PaC21"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5052633/ERR5052633.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5052633/ERR5052633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5052633/ERR5052633_2.fastq.gz"	"24323;1041846;1131653"	"551bd8610ce3219dea182f6968107c17;0614c2bc5446e28b0105749773290803;047704bed7484f9106a88b9c305d127f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5052633/ERR5052633.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5052633/ERR5052633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5052633/ERR5052633_2.fastq.gz"	64492	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052633/PAPV_53_M3ID_mtDNA.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052633/PAPV_53_M3ID_mtDNA.bam.bai"
"SAMEA7767312"	"PRJEB42372"	"ERR5052634"	"PAPV93"	"PAPV_93.SG"	"minus"	"ds"	"ERS5514563"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa07"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5052634/ERR5052634.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5052634/ERR5052634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5052634/ERR5052634_2.fastq.gz"	"11668;408408;458057"	"c54bd004dae2812e8291a3f398e1783c;c76c96e85ff61fe80b58ede0d58cf6c9;7e06063006226f0d73f6ca9fd79cb845"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5052634/ERR5052634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5052634/ERR5052634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5052634/ERR5052634_2.fastq.gz"	22294	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052634/PAPV_93_LTP_mtDNA.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052634/PAPV_93_LTP_mtDNA.bam.bai"
"SAMEA7767293"	"PRJEB42372"	"ERR5052635"	"PAPV109"				"ERS5514544"	2021-03-23	2021-01-07	"Illumina MiSeq"	"PAIRED"	"GENOMIC"	"ILLUMINA"	"Pa12"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5052635/ERR5052635.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5052635/ERR5052635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5052635/ERR5052635_2.fastq.gz"	"2081;85802;93239"	"4e911b823c789ff289ec1207ab3a7b68;79667d31599f6c9cf1ffc5686e7abc09;cbceabe69271dba0454d2a7b50772042"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5052635/ERR5052635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5052635/ERR5052635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5052635/ERR5052635_2.fastq.gz"	4849	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052635/PAPV_109_FE_mtDNA.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5052635/PAPV_109_FE_mtDNA.bam.bai"
